,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
1533678,1,1,1,1,1,-4,3,15000,10800.0,0,0.0
1533679,1,1,1,1,1,-4,3,15000,10800.0,79,0.0
1533680,1,1,1,1,1,-4,3,15000,10800.0,171,0.0
1533681,1,1,1,1,1,-4,3,15000,10800.0,263,0.0
1533682,1,1,1,1,1,-4,3,15000,10800.0,354,0.0
1533683,1,1,1,1,1,-4,3,15000,10800.0,364,0.0
1533684,1,1,1,1,1,-4,3,15000,21600.0,0,0.0
1533685,1,1,1,1,1,-4,3,15000,21600.0,79,0.0
1533686,1,1,1,1,1,-4,3,15000,21600.0,171,0.0
1533687,1,1,1,1,1,-4,3,15000,21600.0,263,0.0
1533688,1,1,1,1,1,-4,3,15000,21600.0,354,0.0
1533689,1,1,1,1,1,-4,3,15000,21600.0,364,0.0
1533690,1,1,1,1,1,-4,3,15000,25200.0,0,0.0
1533691,1,1,1,1,1,-4,3,15000,25200.0,79,0.0
1533692,1,1,1,1,1,-4,3,15000,25200.0,171,0.0
1533693,1,1,1,1,1,-4,3,15000,25200.0,263,0.0
1533694,1,1,1,1,1,-4,3,15000,25200.0,354,0.0
1533695,1,1,1,1,1,-4,3,15000,25200.0,364,0.0
1533696,1,1,1,1,1,-4,3,15000,27000.0,0,0.0
1533697,1,1,1,1,1,-4,3,15000,27000.0,79,0.0
1533698,1,1,1,1,1,-4,3,15000,27000.0,171,0.0
1533699,1,1,1,1,1,-4,3,15000,27000.0,263,0.0
1533700,1,1,1,1,1,-4,3,15000,27000.0,354,0.0
1533701,1,1,1,1,1,-4,3,15000,27000.0,364,0.0
1533702,1,1,1,1,1,-4,3,15000,39600.0,0,0.0
1533703,1,1,1,1,1,-4,3,15000,39600.0,79,0.0
1533704,1,1,1,1,1,-4,3,15000,39600.0,171,0.0
1533705,1,1,1,1,1,-4,3,15000,39600.0,263,0.0
1533706,1,1,1,1,1,-4,3,15000,39600.0,354,0.0
1533707,1,1,1,1,1,-4,3,15000,39600.0,364,0.0
1533708,1,1,1,1,1,-4,3,15000,46800.0,0,0.0
1533709,1,1,1,1,1,-4,3,15000,46800.0,79,0.0
1533710,1,1,1,1,1,-4,3,15000,46800.0,171,0.0
1533711,1,1,1,1,1,-4,3,15000,46800.0,263,0.0
1533712,1,1,1,1,1,-4,3,15000,46800.0,354,0.0
1533713,1,1,1,1,1,-4,3,15000,46800.0,364,0.0
1533714,1,1,1,1,1,-4,3,15000,57600.0,0,0.0
1533715,1,1,1,1,1,-4,3,15000,57600.0,79,0.0
1533716,1,1,1,1,1,-4,3,15000,57600.0,171,0.0
1533717,1,1,1,1,1,-4,3,15000,57600.0,263,0.0
1533718,1,1,1,1,1,-4,3,15000,57600.0,354,0.0
1533719,1,1,1,1,1,-4,3,15000,57600.0,364,0.0
1533720,1,1,1,1,1,-4,3,15000,61200.0,0,0.0
1533721,1,1,1,1,1,-4,3,15000,61200.0,79,0.0
1533722,1,1,1,1,1,-4,3,15000,61200.0,171,0.0
1533723,1,1,1,1,1,-4,3,15000,61200.0,263,0.0
1533724,1,1,1,1,1,-4,3,15000,61200.0,354,0.0
1533725,1,1,1,1,1,-4,3,15000,61200.0,364,0.0
1533726,1,1,1,1,1,-4,3,15000,63000.0,0,0.0
1533727,1,1,1,1,1,-4,3,15000,63000.0,79,0.0
1533728,1,1,1,1,1,-4,3,15000,63000.0,171,0.0
1533729,1,1,1,1,1,-4,3,15000,63000.0,263,0.0
1533730,1,1,1,1,1,-4,3,15000,63000.0,354,0.0
1533731,1,1,1,1,1,-4,3,15000,63000.0,364,0.0
1533732,1,1,1,1,1,-4,3,15000,75600.0,0,0.0
1533733,1,1,1,1,1,-4,3,15000,75600.0,79,0.0
1533734,1,1,1,1,1,-4,3,15000,75600.0,171,0.0
1533735,1,1,1,1,1,-4,3,15000,75600.0,263,0.0
1533736,1,1,1,1,1,-4,3,15000,75600.0,354,0.0
1533737,1,1,1,1,1,-4,3,15000,75600.0,364,0.0
1533738,1,1,1,1,1,-4,3,15000,86399.0,0,0.0
1533739,1,1,1,1,1,-4,3,15000,86399.0,79,0.0
1533740,1,1,1,1,1,-4,3,15000,86399.0,171,0.0
1533741,1,1,1,1,1,-4,3,15000,86399.0,263,0.0
1533742,1,1,1,1,1,-4,3,15000,86399.0,354,0.0
1533743,1,1,1,1,1,-4,3,15000,86399.0,364,0.0
1533744,1,1,1,1,1,-4,3,20000,0.0,0,0.0
1533745,1,1,1,1,1,-4,3,20000,0.0,79,0.0
1533746,1,1,1,1,1,-4,3,20000,0.0,171,0.0
1533747,1,1,1,1,1,-4,3,20000,0.0,263,0.0
1533748,1,1,1,1,1,-4,3,20000,0.0,354,0.0
1533749,1,1,1,1,1,-4,3,20000,0.0,364,0.0
1533750,1,1,1,1,1,-4,3,20000,10800.0,0,0.0
1533751,1,1,1,1,1,-4,3,20000,10800.0,79,0.0
1533752,1,1,1,1,1,-4,3,20000,10800.0,171,0.0
1533753,1,1,1,1,1,-4,3,20000,10800.0,263,0.0
1533754,1,1,1,1,1,-4,3,20000,10800.0,354,0.0
1533755,1,1,1,1,1,-4,3,20000,10800.0,364,0.0
1533756,1,1,1,1,1,-4,3,20000,21600.0,0,0.0
1533757,1,1,1,1,1,-4,3,20000,21600.0,79,0.0
1533758,1,1,1,1,1,-4,3,20000,21600.0,171,0.0
1533759,1,1,1,1,1,-4,3,20000,21600.0,263,0.0
1533760,1,1,1,1,1,-4,3,20000,21600.0,354,0.0
1533761,1,1,1,1,1,-4,3,20000,21600.0,364,0.0
1533762,1,1,1,1,1,-4,3,20000,25200.0,0,0.0
1533763,1,1,1,1,1,-4,3,20000,25200.0,79,0.0
1533764,1,1,1,1,1,-4,3,20000,25200.0,171,0.0
1533765,1,1,1,1,1,-4,3,20000,25200.0,263,0.0
1533766,1,1,1,1,1,-4,3,20000,25200.0,354,0.0
1533767,1,1,1,1,1,-4,3,20000,25200.0,364,0.0
1533768,1,1,1,1,1,-4,3,20000,27000.0,0,0.0
1533769,1,1,1,1,1,-4,3,20000,27000.0,79,0.0
1533770,1,1,1,1,1,-4,3,20000,27000.0,171,0.0
1533771,1,1,1,1,1,-4,3,20000,27000.0,263,0.0
1533772,1,1,1,1,1,-4,3,20000,27000.0,354,0.0
1533773,1,1,1,1,1,-4,3,20000,27000.0,364,0.0
1533774,1,1,1,1,1,-4,3,20000,39600.0,0,0.0
1533775,1,1,1,1,1,-4,3,20000,39600.0,79,0.0
1533776,1,1,1,1,1,-4,3,20000,39600.0,171,0.0
1533777,1,1,1,1,1,-4,3,20000,39600.0,263,0.0
1533778,1,1,1,1,1,-4,3,20000,39600.0,354,0.0
1533779,1,1,1,1,1,-4,3,20000,39600.0,364,0.0
1533780,1,1,1,1,1,-4,3,20000,46800.0,0,0.0
1533781,1,1,1,1,1,-4,3,20000,46800.0,79,0.0
1533782,1,1,1,1,1,-4,3,20000,46800.0,171,0.0
1533783,1,1,1,1,1,-4,3,20000,46800.0,263,0.0
1533784,1,1,1,1,1,-4,3,20000,46800.0,354,0.0
1533785,1,1,1,1,1,-4,3,20000,46800.0,364,0.0
1533786,1,1,1,1,1,-4,3,20000,57600.0,0,0.0
1533787,1,1,1,1,1,-4,3,20000,57600.0,79,0.0
1533788,1,1,1,1,1,-4,3,20000,57600.0,171,0.0
1533789,1,1,1,1,1,-4,3,20000,57600.0,263,0.0
1533790,1,1,1,1,1,-4,3,20000,57600.0,354,0.0
1533791,1,1,1,1,1,-4,3,20000,57600.0,364,0.0
1533792,1,1,1,1,1,-4,3,20000,61200.0,0,0.0
1533793,1,1,1,1,1,-4,3,20000,61200.0,79,0.0
1533794,1,1,1,1,1,-4,3,20000,61200.0,171,0.0
1533795,1,1,1,1,1,-4,3,20000,61200.0,263,0.0
1533796,1,1,1,1,1,-4,3,20000,61200.0,354,0.0
1533797,1,1,1,1,1,-4,3,20000,61200.0,364,0.0
1533798,1,1,1,1,1,-4,3,20000,63000.0,0,0.0
1533799,1,1,1,1,1,-4,3,20000,63000.0,79,0.0
1533800,1,1,1,1,1,-4,3,20000,63000.0,171,0.0
1533801,1,1,1,1,1,-4,3,20000,63000.0,263,0.0
1533802,1,1,1,1,1,-4,3,20000,63000.0,354,0.0
1533803,1,1,1,1,1,-4,3,20000,63000.0,364,0.0
1533804,1,1,1,1,1,-4,3,20000,75600.0,0,0.0
1533805,1,1,1,1,1,-4,3,20000,75600.0,79,0.0
1533806,1,1,1,1,1,-4,3,20000,75600.0,171,0.0
1533807,1,1,1,1,1,-4,3,20000,75600.0,263,0.0
1533808,1,1,1,1,1,-4,3,20000,75600.0,354,0.0
1533809,1,1,1,1,1,-4,3,20000,75600.0,364,0.0
1533810,1,1,1,1,1,-4,3,20000,86399.0,0,0.0
1533811,1,1,1,1,1,-4,3,20000,86399.0,79,0.0
1533812,1,1,1,1,1,-4,3,20000,86399.0,171,0.0
1533813,1,1,1,1,1,-4,3,20000,86399.0,263,0.0
1533814,1,1,1,1,1,-4,3,20000,86399.0,354,0.0
1533815,1,1,1,1,1,-4,3,20000,86399.0,364,0.0
1533816,1,1,1,1,1,-4,5,10000,0.0,0,0.0
1533817,1,1,1,1,1,-4,5,10000,0.0,79,0.0
1533818,1,1,1,1,1,-4,5,10000,0.0,171,0.0
1533819,1,1,1,1,1,-4,5,10000,0.0,263,0.0
1533820,1,1,1,1,1,-4,5,10000,0.0,354,0.0
1533821,1,1,1,1,1,-4,5,10000,0.0,364,0.0
